latitude,longitude,ALLSKY_SFC_SW_DWN_JAN,ALLSKY_SFC_SW_DWN_FEB,ALLSKY_SFC_SW_DWN_MAR,ALLSKY_SFC_SW_DWN_APR,ALLSKY_SFC_SW_DWN_MAY,ALLSKY_SFC_SW_DWN_JUN,ALLSKY_SFC_SW_DWN_JUL,ALLSKY_SFC_SW_DWN_AUG,ALLSKY_SFC_SW_DWN_SEP,ALLSKY_SFC_SW_DWN_OCT,ALLSKY_SFC_SW_DWN_NOV,ALLSKY_SFC_SW_DWN_DEC,ALLSKY_SFC_SW_DWN_ANN,RH2M_JAN,RH2M_FEB,RH2M_MAR,RH2M_APR,RH2M_MAY,RH2M_JUN,RH2M_JUL,RH2M_AUG,RH2M_SEP,RH2M_OCT,RH2M_NOV,RH2M_DEC,RH2M_ANN,T2M_JAN,T2M_FEB,T2M_MAR,T2M_APR,T2M_MAY,T2M_JUN,T2M_JUL,T2M_AUG,T2M_SEP,T2M_OCT,T2M_NOV,T2M_DEC,T2M_ANN,WS2M_JAN,WS2M_FEB,WS2M_MAR,WS2M_APR,WS2M_MAY,WS2M_JUN,WS2M_JUL,WS2M_AUG,WS2M_SEP,WS2M_OCT,WS2M_NOV,WS2M_DEC,WS2M_ANN
22.5,35.0,4.6666,5.5313,6.6499,7.3548,7.5638,7.8084,7.5226,7.0212,6.5779,5.7641,4.8086,4.2946,6.299,53.17,46.08,35.21,27.48,21.64,17.0,18.37,20.74,25.22,42.5,54.42,55.52,34.74,15.97,18.22,21.72,25.83,29.98,32.56,33.45,33.84,31.78,27.75,22.24,17.9,25.97,2.85,2.97,3.0,2.99,2.92,2.88,2.97,2.81,2.81,3.01,2.68,2.76,2.89
23.0,25.0,4.8878,5.7499,6.7433,7.4719,7.8766,8.1562,8.0712,7.7026,7.1083,6.0965,5.1286,4.6106,6.6367,41.71,31.49,22.71,17.57,16.71,17.32,19.68,21.06,23.37,29.38,37.0,44.57,26.88,11.03,13.94,18.44,23.59,27.5,29.68,29.76,30.06,27.53,23.06,16.94,12.37,22.02,2.39,2.61,2.79,2.88,2.93,3.06,2.91,2.83,2.95,2.68,2.24,2.26,2.71
23.0,25.5,4.8878,5.7499,6.7433,7.4719,7.8766,8.1562,8.0712,7.7026,7.1083,6.0965,5.1286,4.6106,6.6367,41.34,31.2,22.57,17.49,16.58,17.29,19.57,20.93,23.35,29.14,36.92,44.21,26.72,11.05,13.93,18.35,23.4,27.33,29.46,29.57,29.9,27.39,23.05,16.98,12.45,21.94,2.63,2.83,2.97,3.1,3.19,3.34,3.15,3.07,3.28,3.03,2.52,2.57,2.97
23.0,26.0,5.0023,5.8865,6.8803,7.5996,7.9286,8.2126,8.1329,7.7482,7.1549,6.1682,5.2368,4.7167,6.725,42.8,32.57,23.74,18.44,17.36,17.95,19.87,21.25,24.31,30.6,39.31,46.38,27.88,10.54,13.34,17.63,22.51,26.51,28.78,29.24,29.6,26.8,22.38,16.28,11.85,21.32,2.77,2.85,3.0,3.07,3.18,3.44,3.27,3.17,3.46,3.23,2.72,2.8,3.08
23.0,26.5,5.0023,5.8865,6.8803,7.5996,7.9286,8.2126,8.1329,7.7482,7.1549,6.1682,5.2368,4.7167,6.725,42.8,32.57,23.74,18.44,17.36,17.95,19.87,21.25,24.31,30.6,39.31,46.38,27.88,10.54,13.34,17.63,22.51,26.51,28.78,29.24,29.6,26.8,22.38,16.28,11.85,21.32,2.77,2.85,3.0,3.07,3.18,3.44,3.27,3.17,3.46,3.23,2.72,2.8,3.08
23.0,27.0,4.9248,5.8253,6.7757,7.5295,7.8919,8.1926,8.105,7.7081,7.0778,6.0847,5.161,4.651,6.6634,41.58,31.76,23.16,17.94,16.72,17.15,18.85,20.12,23.34,29.52,38.42,45.32,26.99,11.79,14.52,18.82,23.71,27.89,30.35,30.99,31.36,28.4,23.89,17.63,13.11,22.74,2.68,2.76,2.99,3.07,3.2,3.52,3.38,3.32,3.66,3.5,2.89,2.82,3.15
23.0,27.5,4.9248,5.8253,6.7757,7.5295,7.8919,8.1926,8.105,7.7081,7.0778,6.0847,5.161,4.651,6.6634,41.99,32.13,23.51,18.12,16.79,17.19,18.88,20.12,23.5,29.64,38.92,45.83,27.21,12.02,14.71,18.98,23.89,28.12,30.64,31.34,31.7,28.7,24.21,17.93,13.37,23.0,2.84,2.9,3.16,3.22,3.37,3.7,3.53,3.54,3.91,3.77,3.15,3.02,3.35
23.0,28.0,4.9123,5.8056,6.7514,7.5326,7.8888,8.1742,8.0846,7.6757,7.0174,6.0528,5.1118,4.6154,6.6379,41.82,31.94,23.34,17.92,16.56,16.95,18.67,19.9,23.23,29.13,38.51,45.5,26.95,12.42,15.12,19.44,24.36,28.63,31.14,31.82,32.2,29.21,24.81,18.44,13.8,23.48,2.82,2.86,3.13,3.21,3.37,3.72,3.54,3.59,3.96,3.79,3.18,3.0,3.35
23.0,28.5,4.9123,5.8056,6.7514,7.5326,7.8888,8.1742,8.0846,7.6757,7.0174,6.0528,5.1118,4.6154,6.6379,41.07,31.28,22.75,17.38,16.09,16.49,18.2,19.46,22.56,28.17,37.46,44.34,26.26,12.85,15.59,19.97,24.92,29.18,31.67,32.3,32.69,29.76,25.47,18.99,14.26,24.01,2.8,2.89,3.14,3.24,3.42,3.77,3.55,3.64,4.0,3.75,3.15,2.97,3.36
23.0,29.0,4.8756,5.7562,6.7802,7.523,7.8576,8.1276,8.0059,7.5754,6.9396,5.9861,5.0885,4.583,6.5942,41.07,31.28,22.75,17.38,16.09,16.49,18.2,19.46,22.56,28.17,37.46,44.34,26.26,12.85,15.59,19.97,24.92,29.18,31.67,32.3,32.69,29.76,25.47,18.99,14.26,24.01,2.8,2.89,3.14,3.24,3.42,3.77,3.55,3.64,4.0,3.75,3.15,2.97,3.36
23.0,29.5,4.8756,5.7562,6.7802,7.523,7.8576,8.1276,8.0059,7.5754,6.9396,5.9861,5.0885,4.583,6.5942,40.35,30.63,22.27,17.02,15.77,16.15,17.79,19.05,22.04,27.43,36.63,43.2,25.69,13.26,16.01,20.41,25.34,29.55,32.05,32.69,33.1,30.21,26.01,19.47,14.72,24.44,2.83,2.94,3.16,3.28,3.44,3.76,3.5,3.65,3.99,3.7,3.13,2.97,3.37
23.0,30.0,4.8535,5.7233,6.7687,7.5394,7.8749,8.0926,7.9562,7.5324,6.9298,5.933,5.064,4.5682,6.5724,39.32,29.74,21.65,16.58,15.36,15.71,17.24,18.51,21.42,26.62,35.61,42.0,24.98,13.85,16.63,21.02,25.92,30.13,32.62,33.31,33.7,30.83,26.71,20.12,15.34,25.05,2.87,2.99,3.22,3.36,3.52,3.83,3.54,3.72,4.06,3.75,3.16,3.0,3.42
23.0,30.5,4.8535,5.7233,6.7687,7.5394,7.8749,8.0926,7.9562,7.5324,6.9298,5.933,5.064,4.5682,6.5724,38.67,29.29,21.33,16.36,15.16,15.56,17.17,18.48,21.25,26.24,35.02,41.24,24.64,14.26,17.05,21.37,26.28,30.49,32.82,33.48,33.86,31.09,27.17,20.57,15.77,25.39,2.81,2.97,3.22,3.35,3.52,3.81,3.49,3.72,4.04,3.68,3.09,2.91,3.38
23.0,31.0,4.9222,5.7912,6.8472,7.6051,7.9229,8.1444,7.9704,7.531,6.9283,5.9616,5.1276,4.6426,6.6187,37.13,28.34,20.57,15.87,14.67,14.98,16.85,18.05,20.28,24.82,33.39,39.36,23.69,15.06,17.79,22.05,26.9,31.11,33.36,33.91,34.31,31.78,28.1,21.51,16.68,26.08,2.83,3.04,3.25,3.36,3.52,3.83,3.54,3.81,4.02,3.53,3.04,2.89,3.39
23.0,31.5,4.9222,5.7912,6.8472,7.6051,7.9229,8.1444,7.9704,7.531,6.9283,5.9616,5.1276,4.6426,6.6187,37.13,28.34,20.57,15.87,14.67,14.98,16.85,18.05,20.28,24.82,33.39,39.36,23.69,15.06,17.79,22.05,26.9,31.11,33.36,33.91,34.31,31.78,28.1,21.51,16.68,26.08,2.83,3.04,3.25,3.36,3.52,3.83,3.54,3.81,4.02,3.53,3.04,2.89,3.39
23.0,32.0,4.8984,5.7631,6.8155,7.5422,7.8713,8.0856,7.9027,7.4633,6.8748,5.9057,5.0878,4.6082,6.5707,38.55,30.0,21.86,17.1,15.67,15.65,17.67,18.79,20.69,25.49,34.51,40.66,24.71,14.98,17.65,21.85,26.63,30.82,33.08,33.59,34.04,31.7,28.1,21.5,16.66,25.92,3.04,3.23,3.36,3.45,3.58,3.88,3.59,3.86,3.97,3.48,3.17,3.08,3.47
23.0,32.5,4.8984,5.7631,6.8155,7.5422,7.8713,8.0856,7.9027,7.4633,6.8748,5.9057,5.0878,4.6082,6.5707,42.68,34.33,25.87,20.74,18.75,18.28,20.12,21.2,23.12,28.7,38.21,44.61,28.04,15.31,17.94,22.08,26.76,30.95,33.25,33.84,34.29,32.02,28.45,21.86,17.01,26.18,3.05,3.19,3.33,3.39,3.49,3.79,3.6,3.83,3.83,3.31,3.1,3.06,3.42
23.0,33.0,4.8696,5.736,6.809,7.536,7.8588,8.0846,7.8749,7.4002,6.8249,5.8992,5.0717,4.5835,6.5482,41.12,32.44,23.86,18.53,16.47,16.2,18.86,19.53,20.81,26.44,36.21,42.39,26.06,16.33,18.97,22.95,27.59,31.77,33.94,34.41,34.91,32.88,29.56,22.98,18.1,27.07,2.99,3.19,3.34,3.39,3.48,3.75,3.61,3.83,3.74,3.19,3.01,2.99,3.38
23.0,33.5,4.8696,5.736,6.809,7.536,7.8588,8.0846,7.8749,7.4002,6.8249,5.8992,5.0717,4.5835,6.5482,42.52,33.23,23.61,18.06,15.23,14.0,16.54,17.31,18.99,27.5,38.25,43.92,25.74,15.67,18.26,22.13,26.65,30.84,33.07,33.49,34.08,32.23,28.81,22.31,17.53,26.29,3.19,3.39,3.43,3.41,3.45,3.68,3.58,3.74,3.56,3.17,3.06,3.18,3.4
23.0,34.0,4.8384,5.6902,6.7735,7.4832,7.783,8.0652,7.8305,7.3538,6.7913,5.8553,5.0371,4.549,6.5066,42.52,33.23,23.61,18.06,15.23,14.0,16.54,17.31,18.99,27.5,38.25,43.92,25.74,15.67,18.26,22.13,26.65,30.84,33.07,33.49,34.08,32.23,28.81,22.31,17.53,26.29,3.19,3.39,3.43,3.41,3.45,3.68,3.58,3.74,3.56,3.17,3.06,3.18,3.4
23.0,34.5,4.8384,5.6902,6.7735,7.4832,7.783,8.0652,7.8305,7.3538,6.7913,5.8553,5.0371,4.549,6.5066,47.38,38.38,27.71,21.16,16.94,14.38,16.71,17.67,20.22,33.23,44.43,48.85,28.89,15.37,17.83,21.61,26.01,30.31,32.72,33.28,33.88,32.0,28.13,21.94,17.26,25.9,2.96,3.09,3.1,3.04,3.05,3.3,3.44,3.42,3.11,2.82,2.66,2.85,3.07
23.0,35.0,4.5521,5.376,6.4466,7.1506,7.4714,7.7906,7.5458,7.0154,6.5105,5.6011,4.7717,4.2691,6.211,50.78,44.56,35.05,27.99,22.0,17.22,18.99,20.65,24.88,42.19,51.38,52.2,33.95,17.07,19.2,22.7,26.76,31.03,33.84,34.8,35.14,32.91,28.7,23.36,19.0,27.08,2.73,2.73,2.7,2.63,2.64,2.74,2.9,2.74,2.6,2.55,2.37,2.6,2.66
23.5,25.0,4.8878,5.7499,6.7433,7.4719,7.8766,8.1562,8.0712,7.7026,7.1083,6.0965,5.1286,4.6106,6.6367,41.01,31.2,22.68,17.51,16.58,17.08,19.32,20.69,23.09,29.08,36.48,43.95,26.56,11.63,14.46,18.95,24.11,28.14,30.42,30.57,30.78,28.33,23.82,17.67,13.01,22.69,2.43,2.66,2.93,3.1,3.21,3.33,3.18,3.09,3.21,2.96,2.42,2.35,2.9
23.5,25.5,4.8878,5.7499,6.7433,7.4719,7.8766,8.1562,8.0712,7.7026,7.1083,6.0965,5.1286,4.6106,6.6367,42.5,32.35,23.79,18.44,17.5,18.17,20.45,21.88,24.72,30.96,38.65,45.72,27.93,10.7,13.53,17.8,22.79,26.7,28.84,29.03,29.3,26.75,22.4,16.48,12.05,21.4,2.86,3.05,3.29,3.45,3.55,3.7,3.42,3.33,3.63,3.45,2.9,2.91,3.3
23.5,26.0,5.0023,5.8865,6.8803,7.5996,7.9286,8.2126,8.1329,7.7482,7.1549,6.1682,5.2368,4.7167,6.725,45.94,35.26,26.05,20.13,18.94,19.62,21.83,23.26,26.91,33.92,42.86,50.02,30.39,9.65,12.41,16.56,21.45,25.37,27.56,27.94,28.3,25.47,21.08,15.2,10.88,20.19,2.8,2.92,3.09,3.15,3.23,3.45,3.3,3.17,3.38,3.13,2.65,2.77,3.09
23.5,26.5,5.0023,5.8865,6.8803,7.5996,7.9286,8.2126,8.1329,7.7482,7.1549,6.1682,5.2368,4.7167,6.725,45.94,35.26,26.05,20.13,18.94,19.62,21.83,23.26,26.91,33.92,42.86,50.02,30.39,9.65,12.41,16.56,21.45,25.37,27.56,27.94,28.3,25.47,21.08,15.2,10.88,20.19,2.8,2.92,3.09,3.15,3.23,3.45,3.3,3.17,3.38,3.13,2.65,2.77,3.09
23.5,27.0,4.9248,5.8253,6.7757,7.5295,7.8919,8.1926,8.105,7.7081,7.0778,6.0847,5.161,4.651,6.6634,44.43,34.12,25.07,19.36,17.99,18.5,20.44,21.77,25.4,32.08,41.26,48.48,29.07,10.85,13.53,17.79,22.67,26.8,29.21,29.74,30.1,27.17,22.69,16.62,12.13,21.64,2.76,2.88,3.11,3.18,3.29,3.6,3.53,3.44,3.62,3.41,2.85,2.84,3.21
23.5,27.5,4.9248,5.8253,6.7757,7.5295,7.8919,8.1926,8.105,7.7081,7.0778,6.0847,5.161,4.651,6.6634,44.15,34.02,25.02,19.28,17.74,18.19,19.99,21.31,25.05,31.56,41.03,48.2,28.79,11.41,14.04,18.29,23.18,27.42,29.94,30.59,30.92,27.95,23.45,17.28,12.74,22.3,2.83,2.91,3.17,3.23,3.38,3.7,3.63,3.59,3.81,3.64,3.06,2.98,3.33
23.5,28.0,4.9123,5.8056,6.7514,7.5326,7.8888,8.1742,8.0846,7.6757,7.0174,6.0528,5.1118,4.6154,6.6379,43.28,33.26,24.43,18.76,17.21,17.62,19.4,20.7,24.33,30.43,39.87,46.96,28.02,12.06,14.72,18.99,23.91,28.22,30.76,31.4,31.73,28.77,24.37,18.1,13.47,23.08,2.85,2.91,3.2,3.28,3.45,3.81,3.7,3.71,3.96,3.78,3.18,3.03,3.41
23.5,28.5,4.9123,5.8056,6.7514,7.5326,7.8888,8.1742,8.0846,7.6757,7.0174,6.0528,5.1118,4.6154,6.6379,41.98,32.16,23.52,18.01,16.57,16.98,18.71,20.04,23.39,29.1,38.3,45.19,26.99,12.7,15.4,19.73,24.65,28.95,31.47,32.07,32.41,29.51,25.22,18.86,14.14,23.8,2.87,2.97,3.25,3.36,3.54,3.9,3.73,3.79,4.06,3.81,3.22,3.05,3.46
23.5,29.0,4.8756,5.7562,6.7802,7.523,7.8576,8.1276,8.0059,7.5754,6.9396,5.9861,5.0885,4.583,6.5942,41.98,32.16,23.52,18.01,16.57,16.98,18.71,20.04,23.39,29.1,38.3,45.19,26.99,12.7,15.4,19.73,24.65,28.95,31.47,32.07,32.41,29.51,25.22,18.86,14.14,23.8,2.87,2.97,3.25,3.36,3.54,3.9,3.73,3.79,4.06,3.81,3.22,3.05,3.46
23.5,29.5,4.8756,5.7562,6.7802,7.523,7.8576,8.1276,8.0059,7.5754,6.9396,5.9861,5.0885,4.583,6.5942,41.28,31.57,23.11,17.69,16.29,16.71,18.32,19.66,22.95,28.43,37.54,44.09,26.46,13.07,15.75,20.1,24.98,29.26,31.77,32.42,32.75,29.87,25.68,19.27,14.55,24.16,2.96,3.07,3.32,3.43,3.61,3.96,3.74,3.84,4.13,3.83,3.28,3.13,3.53
23.5,30.0,4.8535,5.7233,6.7687,7.5394,7.8749,8.0926,7.9562,7.5324,6.9298,5.933,5.064,4.5682,6.5724,40.38,30.81,22.59,17.29,15.91,16.3,17.77,19.1,22.36,27.67,36.66,43.1,25.82,13.63,16.34,20.7,25.57,29.84,32.37,33.09,33.4,30.52,26.38,19.9,15.14,24.77,2.98,3.08,3.34,3.49,3.66,3.99,3.73,3.88,4.19,3.87,3.3,3.14,3.56
23.5,30.5,4.8535,5.7233,6.7687,7.5394,7.8749,8.0926,7.9562,7.5324,6.9298,5.933,5.064,4.5682,6.5724,39.88,30.33,22.27,17.03,15.7,16.23,17.81,19.17,22.31,27.41,36.19,42.48,25.56,14.0,16.77,21.04,25.93,30.17,32.52,33.19,33.5,30.69,26.77,20.29,15.51,25.07,2.91,3.07,3.34,3.49,3.66,3.98,3.65,3.87,4.18,3.81,3.21,3.03,3.52
23.5,31.0,4.9222,5.7912,6.8472,7.6051,7.9229,8.1444,7.9704,7.531,6.9283,5.9616,5.1276,4.6426,6.6187,39.33,30.11,21.99,16.9,15.56,16.06,18.04,19.3,21.85,26.46,35.34,41.49,25.2,14.15,16.84,21.05,25.88,30.09,32.33,32.82,33.19,30.68,27.06,20.59,15.8,25.08,2.96,3.16,3.39,3.5,3.66,3.97,3.62,3.9,4.12,3.64,3.2,3.05,3.52
23.5,31.5,4.9222,5.7912,6.8472,7.6051,7.9229,8.1444,7.9704,7.531,6.9283,5.9616,5.1276,4.6426,6.6187,39.33,30.11,21.99,16.9,15.56,16.06,18.04,19.3,21.85,26.46,35.34,41.49,25.2,14.15,16.84,21.05,25.88,30.09,32.33,32.82,33.19,30.68,27.06,20.59,15.8,25.08,2.96,3.16,3.39,3.5,3.66,3.97,3.62,3.9,4.12,3.64,3.2,3.05,3.52
23.5,32.0,4.8984,5.7631,6.8155,7.5422,7.8713,8.0856,7.9027,7.4633,6.8748,5.9057,5.0878,4.6082,6.5707,39.86,30.85,22.33,17.25,15.72,15.95,18.13,19.33,21.49,26.2,35.62,41.93,25.38,13.96,16.58,20.76,25.52,29.72,32.0,32.44,32.84,30.56,26.99,20.47,15.66,24.83,3.17,3.34,3.49,3.58,3.71,4.03,3.71,4.01,4.12,3.58,3.32,3.24,3.61
23.5,32.5,4.8984,5.7631,6.8155,7.5422,7.8713,8.0856,7.9027,7.4633,6.8748,5.9057,5.0878,4.6082,6.5707,41.6,33.44,24.99,19.9,18.02,17.75,19.69,20.76,22.78,27.91,37.27,43.57,27.29,15.08,17.69,21.86,26.53,30.76,33.12,33.72,34.08,31.81,28.2,21.66,16.78,25.98,3.16,3.28,3.43,3.49,3.62,3.97,3.76,4.01,4.01,3.41,3.22,3.19,3.55
23.5,33.0,4.8696,5.736,6.809,7.536,7.8588,8.0846,7.8749,7.4002,6.8249,5.8992,5.0717,4.5835,6.5482,40.82,32.05,23.23,17.91,15.88,15.49,17.75,18.68,20.47,26.03,36.06,42.43,25.55,15.81,18.47,22.54,27.22,31.45,33.7,34.22,34.6,32.46,29.05,22.44,17.53,26.66,3.08,3.27,3.42,3.48,3.57,3.84,3.62,3.88,3.83,3.29,3.09,3.09,3.46
23.5,33.5,4.8696,5.736,6.809,7.536,7.8588,8.0846,7.8749,7.4002,6.8249,5.8992,5.0717,4.5835,6.5482,44.64,35.13,24.95,18.84,15.83,14.66,16.9,17.78,19.97,28.11,39.98,46.16,26.89,14.95,17.53,21.54,26.12,30.39,32.67,33.21,33.66,31.63,28.18,21.6,16.74,25.72,2.79,2.98,3.1,3.08,3.14,3.44,3.37,3.54,3.3,2.72,2.63,2.73,3.07
23.5,34.0,4.8384,5.6902,6.7735,7.4832,7.783,8.0652,7.8305,7.3538,6.7913,5.8553,5.0371,4.549,6.5066,44.64,35.13,24.95,18.84,15.83,14.66,16.9,17.78,19.97,28.11,39.98,46.16,26.89,14.95,17.53,21.54,26.12,30.39,32.67,33.21,33.66,31.63,28.18,21.6,16.74,25.72,2.79,2.98,3.1,3.08,3.14,3.44,3.37,3.54,3.3,2.72,2.63,2.73,3.07
23.5,34.5,4.8384,5.6902,6.7735,7.4832,7.783,8.0652,7.8305,7.3538,6.7913,5.8553,5.0371,4.549,6.5066,46.9,37.71,27.35,20.52,16.27,14.34,16.51,17.17,19.62,30.48,43.05,48.07,28.14,15.7,18.2,22.08,26.53,30.92,33.29,33.88,34.43,32.5,28.77,22.38,17.58,26.39,2.66,2.8,2.89,2.84,2.88,3.25,3.33,3.36,3.0,2.42,2.38,2.55,2.86
23.5,35.0,4.5521,5.376,6.4466,7.1506,7.4714,7.7906,7.5458,7.0154,6.5105,5.6011,4.7717,4.2691,6.211,50.84,43.3,33.23,25.2,19.12,15.54,18.23,19.09,22.15,37.52,50.37,52.16,32.19,16.88,19.05,22.53,26.66,31.09,33.91,34.74,35.17,33.07,28.73,23.11,18.78,27.01,2.85,2.88,2.89,2.79,2.85,3.1,2.94,2.91,2.9,2.52,2.44,2.74,2.82
24.0,25.0,4.7472,5.6306,6.685,7.4479,7.843,8.1178,8.0731,7.6694,7.0135,5.9748,5.0042,4.4395,6.557,41.39,31.84,23.48,18.21,17.22,17.61,19.89,21.32,23.96,30.2,37.28,44.52,27.25,11.67,14.45,18.81,23.84,27.84,30.15,30.33,30.5,28.08,23.57,17.64,13.04,22.53,2.79,3.0,3.36,3.54,3.68,3.74,3.5,3.38,3.63,3.47,2.91,2.83,3.32
24.0,25.5,4.7472,5.6306,6.685,7.4479,7.843,8.1178,8.0731,7.6694,7.0135,5.9748,5.0042,4.4395,6.557,45.5,35.11,26.18,20.2,19.08,19.65,22.0,23.48,27.01,34.2,42.39,49.61,30.37,10.1,12.85,17.01,21.95,25.84,28.06,28.34,28.6,25.91,21.43,15.66,11.3,20.62,2.73,2.9,3.15,3.27,3.36,3.41,3.16,3.03,3.26,3.09,2.65,2.73,3.06
24.0,26.0,4.8026,5.7115,6.7296,7.5295,7.9536,8.25,8.1773,7.7777,7.0711,6.0535,5.0671,4.5139,6.6396,48.68,37.62,28.06,21.58,20.16,20.8,23.23,24.73,28.72,36.47,45.79,53.33,32.43,9.29,12.0,16.15,21.04,24.98,27.25,27.57,27.89,25.12,20.62,14.8,10.45,19.8,2.55,2.72,2.87,2.93,2.97,3.1,3.0,2.87,2.93,2.69,2.3,2.43,2.78
24.0,26.5,4.8026,5.7115,6.7296,7.5295,7.9536,8.25,8.1773,7.7777,7.0711,6.0535,5.0671,4.5139,6.6396,48.68,37.62,28.06,21.58,20.16,20.8,23.23,24.73,28.72,36.47,45.79,53.33,32.43,9.29,12.0,16.15,21.04,24.98,27.25,27.57,27.89,25.12,20.62,14.8,10.45,19.8,2.55,2.72,2.87,2.93,2.97,3.1,3.0,2.87,2.93,2.69,2.3,2.43,2.78
24.0,27.0,4.7606,5.6755,6.6725,7.4638,7.8953,8.195,8.1329,7.7278,7.0164,5.9772,4.9978,4.4621,6.5846,47.08,36.36,26.94,20.74,19.18,19.7,21.83,23.28,27.24,34.46,43.94,51.45,31.02,10.23,12.89,17.11,21.98,26.07,28.52,28.98,29.29,26.44,21.93,15.97,11.5,20.94,2.72,2.86,3.06,3.13,3.23,3.47,3.42,3.32,3.39,3.15,2.64,2.7,3.09
24.0,27.5,4.7606,5.6755,6.6725,7.4638,7.8953,8.195,8.1329,7.7278,7.0164,5.9772,4.9978,4.4621,6.5846,45.6,35.37,26.16,20.15,18.44,18.91,20.78,22.19,26.15,32.92,42.37,49.74,29.89,11.18,13.77,18.01,22.87,27.12,29.68,30.3,30.58,27.66,23.16,17.09,12.53,22.03,2.8,2.91,3.17,3.24,3.38,3.69,3.65,3.58,3.7,3.5,2.95,2.91,3.29
24.0,28.0,4.7395,5.64,6.6202,7.4386,7.8672,8.1598,8.0887,7.679,6.961,5.9359,4.9795,4.4592,6.5506,44.98,34.81,25.69,19.73,17.97,18.42,20.27,21.67,25.56,31.95,41.41,48.71,29.26,11.67,14.27,18.52,23.4,27.75,30.32,30.93,31.22,28.3,23.89,17.73,13.1,22.63,2.84,2.93,3.23,3.33,3.5,3.83,3.75,3.73,3.9,3.69,3.12,3.0,3.41
24.0,28.5,4.7395,5.64,6.6202,7.4386,7.8672,8.1598,8.0887,7.679,6.961,5.9359,4.9795,4.4592,6.5506,43.47,33.47,24.62,18.88,17.25,17.69,19.46,20.88,24.52,30.42,39.64,46.69,28.08,12.36,15.03,19.31,24.2,28.55,31.08,31.68,31.95,29.08,24.8,18.55,13.82,23.4,2.85,2.97,3.28,3.41,3.6,3.93,3.78,3.79,4.01,3.75,3.17,3.01,3.47
24.0,29.0,4.7213,5.6066,6.6372,7.421,7.8307,8.1293,8.0179,7.589,6.846,5.8668,4.9404,4.4222,6.5054,43.47,33.47,24.62,18.88,17.25,17.69,19.46,20.88,24.52,30.42,39.64,46.69,28.08,12.36,15.03,19.31,24.2,28.55,31.08,31.68,31.95,29.08,24.8,18.55,13.82,23.4,2.85,2.97,3.28,3.41,3.6,3.93,3.78,3.79,4.01,3.75,3.17,3.01,3.47
24.0,29.5,4.7213,5.6066,6.6372,7.421,7.8307,8.1293,8.0179,7.589,6.846,5.8668,4.9404,4.4222,6.5054,42.99,33.08,24.36,18.68,17.1,17.57,19.2,20.64,24.29,29.94,39.16,45.84,27.73,12.6,15.25,19.53,24.38,28.69,31.2,31.85,32.11,29.25,25.09,18.79,14.09,23.61,2.95,3.08,3.36,3.49,3.67,4.0,3.81,3.87,4.11,3.8,3.26,3.12,3.55
24.0,30.0,4.7388,5.6383,6.7044,7.5137,7.9133,8.1571,8.0222,7.5806,6.9156,5.8666,4.9639,4.4446,6.5414,42.18,32.45,23.91,18.32,16.78,17.21,18.65,20.1,23.71,29.23,38.38,44.95,27.15,13.13,15.79,20.1,24.94,29.24,31.8,32.55,32.79,29.92,25.76,19.38,14.65,24.21,2.97,3.08,3.35,3.5,3.66,4.02,3.78,3.89,4.16,3.81,3.28,3.14,3.55
24.0,30.5,4.7388,5.6383,6.7044,7.5137,7.9133,8.1571,8.0222,7.5806,6.9156,5.8666,4.9639,4.4446,6.5414,42.24,32.33,23.8,18.14,16.64,17.28,18.9,20.34,23.86,29.23,38.33,44.91,27.16,13.3,16.05,20.32,25.21,29.48,31.86,32.54,32.79,29.98,26.0,19.6,14.83,24.37,2.7,2.88,3.18,3.36,3.51,3.83,3.52,3.69,3.97,3.56,3.0,2.82,3.34
24.0,31.0,4.7945,5.6875,6.7697,7.584,7.9762,8.2166,8.0402,7.578,6.918,5.9009,5.0186,4.5024,6.5851,41.88,32.24,23.68,18.21,16.69,17.37,19.46,20.79,23.73,28.5,37.7,44.08,27.02,13.19,15.85,20.03,24.81,29.01,31.24,31.74,32.04,29.55,25.95,19.58,14.84,24.02,2.9,3.11,3.35,3.47,3.62,3.91,3.56,3.81,4.01,3.52,3.13,3.0,3.45
24.0,31.5,4.7945,5.6875,6.7697,7.584,7.9762,8.2166,8.0402,7.578,6.918,5.9009,5.0186,4.5024,6.5851,41.88,32.24,23.68,18.21,16.69,17.37,19.46,20.79,23.73,28.5,37.7,44.08,27.02,13.19,15.85,20.03,24.81,29.01,31.24,31.74,32.04,29.55,25.95,19.58,14.84,24.02,2.9,3.11,3.35,3.47,3.62,3.91,3.56,3.81,4.01,3.52,3.13,3.0,3.45
24.0,32.0,4.7592,5.652,6.7294,7.5096,7.9104,8.1499,7.9706,7.5127,6.8602,5.8409,4.9757,4.469,6.5311,42.56,33.02,23.95,18.51,16.8,17.26,19.54,20.85,23.39,28.19,38.06,44.7,27.23,12.86,15.47,19.64,24.36,28.58,30.85,31.31,31.63,29.34,25.77,19.35,14.55,23.68,3.01,3.18,3.37,3.46,3.59,3.92,3.64,3.9,3.96,3.37,3.14,3.07,3.47
